CNTYVTD,CruzR_18G_U.S. Sen,O'RourkeD_18G_U.S. Sen,DikemanL_18G_U.S. Sen
"2490019",124,30,1
"2490020",48,239,0
"2490022",166,440,3
"2510001",419,89,2
"2510002",2045,558,18
"2510003",1738,632,17
"2510004",2510,985,40
"2510005",1813,447,15
"2510006",258,56,1
"2510007",2931,866,38
"2510008",2078,1172,31
"2510009",531,96,5
"2510010",1273,335,31
"2510011",1816,449,17
"2510012",1318,323,13
"2510013",866,240,14
"2510014",224,42,3
"2510015",755,160,15
"2510016",265,82,1
"2510017",1070,453,9
"2510018",1471,536,13
"2510019",2633,819,29
"2510020",260,238,8
"2510021",747,151,6
"2510022",1406,631,19
"2510023",1001,197,7
"2510024",588,139,4
"2510025",514,192,8
"2510026",679,133,7
"2510027",1096,194,14
"2510028",887,200,7
"2510029",462,119,5
"2510030",535,96,3
"2510031",585,129,9
"2510032",1332,364,8
"2510033",521,112,9
"2510034",828,325,10
"2510035",1865,461,13
"2510036",251,190,5
"2530101",531,108,3
"2530102",47,32,0
"2530103",168,58,0
"2530201",637,207,3
"2530202",114,26,2
"2530203",142,13,5
"2530301",133,12,1
"2530302",507,63,5
"2530303",607,77,4
"2530401",687,90,10
"2530402",542,146,4
"2550001",472,338,9
"2550002",97,14,0
"2550003",101,5,1
"2550004",366,173,6
"2550005",244,120,1
"2550006",166,10,1
"2550007",351,35,4
"2550008",93,34,0
"2550009",112,23,0
"2550010",164,14,1
"2550011",241,86,1
"2550012",271,108,3
"2550013",30,2,1
"2550014",163,224,5
"2550015",29,17,0
"2570001",852,497,6
"2570002",522,156,4
"2570003",1745,813,15
"2570004",1825,668,11
"2570005",287,690,2
"2570006",913,218,11
"2570007",1637,1299,20
"2570008",543,389,7
"2570009",729,206,9
"2570010",1123,212,9
"2570011",801,327,9
"2570012",788,152,6
"2570013",936,752,15
"2570014",1154,770,14
"2570015",1142,226,6
"2570016",1246,244,6
"2570017",923,172,2
"2570018",961,243,10
"2570019",948,409,10
"2570020",572,184,7
"2570021",947,204,8
"2570022",572,107,2
"2570023",445,146,5
"2570024",542,218,5
"2570025",280,177,2
"2570026",136,468,7
"2570027",1417,699,15
"2570028",619,185,2
"2570029",790,978,17
"2570030",723,193,10
"2591010",1145,478,21
"2591110",2196,607,25
"2592020",1332,234,11
"2592080",1870,503,14
"2592120A",2088,615,25
"2592120B",25,7,0
"2593030",1395,291,10
"2593040",1760,556,22
"2593060",353,77,1
"2594050",1225,429,15
"2594070",188,44,3
"2594100",1715,499,17
"2610001",31,15,1
"2610002",24,28,1
"2610003",7,12,0
"2610004",24,7,0
"2610005",4,9,1
"2610006",10,6,0
"2630101",94,17,4
"2630201",19,3,1
"2630202",45,4,0
"2630301",53,10,0
"2630302",21,1,0
"2630401",61,9,0
"2650101",1428,373,13
"2650107",491,108,3
"2650109",723,189,13
"2650113",808,289,12
"2650118",183,59,3
"2650119",910,415,17
"2650202",1143,237,10
"2650211",464,179,6
"2650215",1477,380,11
"2650220",1484,385,12
"2650303",547,126,3
"2650308",253,88,1
"2650312",1488,695,16
"2650314",575,438,9
"2650404",557,77,5
"2650405",896,288,13
"2650406",1531,378,19
"2650410",166,14,3
"2650416",858,209,9
"2650417",840,271,7
"2670001",362,52,3
"2670002",168,24,1
"2670003",139,16,1
"2670004",182,25,2
"2670006",177,20,0
"2670007",210,21,2
"2670009",257,37,5
"2690001",32,2,0
"2690002",20,0,0
"2690003A",9,1,0
"2690003B",26,0,0
"2690004",37,3,1
"2710001",266,62,3
"2710002",158,121,4
"2710003",105,114,3
"2710004",298,61,4
"2730011",531,394,11
"2730012",413,250,6
"2730013",286,418,7
"2730014",94,122,1
"2730021",37,98,0
"2730022",216,262,2
"2730023",195,344,4
"2730024",270,300,3
"2730031",408,288,2
"2730032",247,272,1
"2730033",263,151,1
"2730034",210,126,2
"2730035",331,221,3
"2730041",50,153,0
"2730042",87,246,4
"2730043",278,410,7
"2730044",93,142,2
"2730045",72,259,3
"2750101",266,53,1
"2750201",92,18,0
"2750202",120,28,1
"2750301",156,46,2
"2750302",39,5,1
"2750401",182,79,4
"277001B",136,10,0
"277001C",148,24,0
"277001D",274,41,3
"277001E",366,81,3
"277001F",442,50,0
"277001G",229,41,1
"277001H",291,33,1
"277001I",51,7,1
"277002D",274,82,2
"277002E",284,55,1
"277002F",98,16,3
"277002G",294,71,11
"277003D",405,53,1
"277003E",666,71,2
"277003F",270,42,1
"277003G",286,41,4
"277003I",662,96,3
"277004B",826,144,14
"277004C",151,28,1
"277004D",777,67,2
"277004E",346,53,3
"277004F",796,162,10
"277004G",992,166,11
"2771A3B",261,143,4
"2771A5A",366,275,6
"2771E7C",462,139,4
"2772A1A",134,326,1
"2772B2A",151,321,7
"2772C3A",365,263,7
"2773C7G",1037,479,14
"2773H3C",254,99,2
"2774A6E",594,236,3
"2790001",331,87,2
"2790002",96,87,1
"2790003",261,53,2
"2790004",38,1,0
"2790005",152,42,0
"2790006",126,33,0
"2790007",46,3,0
"2790008",795,180,4
"2790009",324,123,8
"2790010",170,28,0
"2790011",309,50,0
"2790012",93,12,0
"2810001",715,296,6
"2810002",1531,343,16
"2810003",624,236,9
"2810004",533,126,7
"2810005",306,40,1
"2810006",275,38,3
"2810007",352,75,6
"2810008",743,208,9
"2810009",757,207,8
"2830001",246,210,0
"2830002",57,135,0
"2830003",104,196,0
"2830004",55,6,1
"2830005",120,166,2
"2830006",83,99,0
"283003A",8,1,0
"2850001",528,69,2
"2850002",725,147,1
"2850007",147,34,0
"2850008",411,65,3
"2850009",663,107,5
"2850011",183,19,0
"2850012",193,19,2
"2850015",95,19,0
"2850016",268,30,0
"2850017",190,20,2
"2850019",228,21,0
"2850020",52,9,0
"2850023",673,96,1
"2850026",95,30,0
"2850027",113,11,0
"2850029",575,96,4
"2850030",777,138,7
"2850031",620,73,3
"2850032",152,16,0
"2870101",608,254,6
"2870102",72,61,0
"2870103",124,13,0
"2870201",349,27,1
"2870202",784,154,6
"2870203",201,30,2
"2870301",64,8,0
"2870302",639,170,8
"2870303",522,195,8
"2870304",105,35,0
"2870401",292,111,1
"2870402",46,35,0
"2870403",136,36,0
"2870404",288,132,4
"2870405",257,61,2
"2890001",716,129,3
"2890002",198,28,1
"2890003",317,42,0
"2890004",443,76,0
"2890005",303,45,1
"2890006",700,75,2
"2890007",330,29,3
"2890008",485,85,3
"2890009",171,20,0
"2890010",524,49,2
"2890011",400,78,2
"2890012",341,116,6
"2890013",424,31,0
"2890014",108,21,0
"289001A",117,11,0
"289005A",31,1,0
"289014A",103,19,0
"2910001",277,43,3
"2910002",461,63,5
"2910003",1045,117,5
"2910004",242,53,2
"2910005",913,214,7
"2910006",429,44,6
"2910007",548,256,2
"2910008",933,121,2
"2910009",1118,126,6
"2910010",1151,335,12
"2910011",211,195,2
"2910012",487,160,6
"2910013",249,25,0
"2910014",205,44,0
"2910015",171,55,0
"2910016",188,24,1
"2910017",243,27,1
"2910018",141,398,0
"2910019",605,256,6
"2910020",25,347,1
"2910021",1491,203,13
"2910022",1184,400,14
"2910023",608,228,5
"2910024",319,53,3
"2910025",431,47,4
"2910026",817,211,2
"2910027",142,25,0
"2910028",315,29,0
"2910029",524,79,2
"2910030",568,243,4
"2930101",647,232,4
"2930102",338,28,1
"2930103",349,68,4
"2930104",376,64,3
"2930201",191,100,0
"2930202",54,167,0
"2930203",36,67,0
"2930204",233,54,5
"2930205",157,82,1
"2930206",196,35,0
"2930301",560,173,5
"2930302",222,70,3
"2930303",83,10,0
"2930304",314,57,2
"2930305",146,32,0
"2930401",410,313,0
"2930402",218,26,0
"2930403",164,31,1
"2930404",228,26,3
"2930405",180,21,1
"2930406",109,16,0
"2950106",133,13,2
"2950202",83,5,0
"2950207A",175,17,3
"2950207B",1,0,0
"2950303",229,25,1
"2950308",79,12,1
"2950404",185,40,1
"2950409",57,4,1
"2970001",209,31,0
"2970002",384,83,0
"2970003",230,139,0
"2970004",402,67,2
"2970005",175,15,0
"2970006",122,9,1
"2970007",16,4,0
"2970008",73,7,0
"2970009",314,104,6
"2970010",210,23,2
"2970011",43,1,0
"2970012",86,5,2
"2970013",277,32,1
"2970014",491,82,7
"2990101",173,48,1
"2990102",311,82,3
"2990108",472,162,8
"2990109",1909,463,6
"2990203",1058,255,13
"2990204",421,133,8
"2990205",333,99,9
"2990307",1357,426,13
"2990410",1920,456,15
"3010001",15,3,0
"3010002",8,1,0
"3010003",17,1,0
"3010004",6,1,1
"3030001",492,837,6
"3030002",415,431,9
"3030003",248,816,6
"3030004",69,276,4
"3030005",102,240,1
"3030006",33,487,3
"3030007",924,360,12
"3030008",321,873,5
"3030009",939,550,13
"3030010",134,313,5
"3030012",805,374,9
"3030013",600,389,8
"3030014",294,289,8
"3030015",439,637,14
"3030016",257,336,4
"3030017",130,254,1
"3030018",223,369,4
"3030019",201,451,6
"3030020",22,441,2
"3030021",489,416,6
"3030022",635,368,12
"3030023",449,333,7
"3030024",372,436,8
"3030025",255,392,3
"3030026",317,521,7
"3030027",734,635,15
"3030028",875,560,8
"3030029",397,379,8
"3030030",888,514,11
"3030031",730,181,7
"3030033",1581,320,15
"3030034A",216,59,2
"3030034B",1,0,0
"3030035",307,73,5
"3030036",738,279,12
"3030038",291,276,4
"3030039",964,201,6
"3030040",34,277,1
"3030041",1041,257,8
"3030043",248,33,5
"3030044",547,154,6
"3030045",174,50,3
"3030046",1456,255,13
"3030047",866,491,18
"3030049",248,434,9
"3030050",275,491,4
"3030051",37,21,0
"3030052",1346,581,11
"3030053",744,542,19
"3030054",1643,493,19
"3030056",175,67,1
"3030057",822,444,10
"3030058",572,238,9
"3030059",729,532,18
"3030060",572,212,5
"3030062",960,404,13
"3030063",33,20,0
"3030064",0,0,0
"3030065",303,108,2
"3030066",1288,395,10
"3030067",678,411,9
"3030069",4,2,0
"3030072",890,554,20
"3030075",576,175,3
"3030076",632,332,6
"3030078",1402,432,8
"3030092",126,47,1
"3030096",26,26,0
"3030102",283,32,0
"3030104",500,129,4
"3030109",1614,427,18
"3030110",1703,482,12
"3030111",641,169,6
"3030112",149,18,1
"3030113",555,563,9
"3030114",121,203,6
"3030117",28,1,0
"3030118",585,316,6
"3030119",715,631,10
"3030120",1374,275,19
"3030121",1325,277,13
"3030122",474,210,2
"3030123",820,322,12
"3030124",927,302,11
"3030125",1026,338,9
"3030126",605,268,13
"3030127",1103,440,12
"3030128",986,264,3
"3030129",1340,528,15
"3030131",0,0,0
"3030132",5,1,0
"3030135",115,24,4
"3030138",116,21,1
"3030140",1708,516,22
"3030141",912,496,9
"3030142A",34,23,0
"3030142B",0,0,0
"3030148",0,0,0
"3030151",473,112,4
"3030152",391,436,1
"3030153",75,426,2
"3030154",1297,464,17
"3030155",1232,184,1
"3030159",0,0,0
"3030160",1,0,0
"3030175",50,9,0
"3030178",163,17,2
"3030181",0,0,0
"3050001A",98,33,1
"3050001B",10,1,0
"3050002",138,39,0
"3050003",194,50,0
"3050004",307,40,0
"3050005",23,2,0
"3050006",143,46,3
"3050007",28,1,0
"3050008",15,1,0
"3050009",195,27,0
"3050010",2,0,0
"3050011",48,5,0
"3050012",47,19,1
"3050013",68,15,0
"3050014",53,44,0
"3070101",646,100,9
"3070102",76,11,1
"3070201A",233,94,4
"3070201B",1,1,0
"3070202",92,18,0
"3070301",493,84,8
"3070302",143,8,2
"3070401",280,50,1
"3070402",190,21,1
"3070403",90,13,0
"3090001",55,113,3
"3090002",44,133,1
"3090003",377,891,12
"3090004",31,54,1
"3090005",54,238,0
"3090006",58,216,0
"3090007",189,452,5
"3090008",190,391,5
"3090009",96,276,4
"3090010",100,700,3
"3090011",919,467,13
"3090012",78,1220,4
"3090013",26,32,1
"3090014",49,524,1
"3090015",87,41,1
"3090016",217,101,5
"3090017",249,250,7
"3090018",86,171,5
"3090019",1231,608,17
"3090020",30,151,3
"3090021",58,189,1
"3090022",65,117,2
"3090023",1598,639,15
"3090024",319,130,4
"3090025",218,447,4
"3090026",98,201,2
"3090027",70,273,4
"3090028",329,324,4
"3090029",172,229,0
"3090030",513,543,10
"3090031",635,572,12
"3090032",383,198,5
"3090033",609,374,7
"3090034",530,349,6
"3090035",129,276,2
"3090036",418,274,11
"3090037",203,296,7
"3090038",115,191,5
"3090039",75,247,1
"3090040",645,537,10
"3090041",488,403,5
"3090042",151,342,7
"3090043",91,110,2
"3090044",1889,775,22
"3090045",98,148,0
"3090046",35,73,0
"3090047",98,147,3
"3090048",64,113,3
"3090049",94,126,2
"3090050",235,386,4
"3090051",1576,973,15
"3090052",408,233,3
"3090053",75,90,2
"3090054",232,112,2
"3090055",561,124,1
"3090056",124,238,2
"3090057",269,297,1
"3090058",748,603,9
"3090059",1631,525,12
"3090060",1783,921,23
"3090061",1339,644,10
"3090062",1833,1090,32
"3090063",1980,691,15
"3090064",365,149,4
"3090065",491,107,5
"3090066",632,122,7
"3090067",1281,285,17
"3090068",538,117,5
"3090069",820,135,6
"3090070",201,27,2
"3090071",287,106,5
"3090072",428,126,5
"3090073",490,92,7
"3090074",376,69,0
"3090075",1539,391,15
"3090076",969,236,10
"3090077",723,147,7
"3090078",1478,532,10
"3090079",456,245,7
"3090080",1233,142,4
"3090081",1972,378,18
"3090082",1352,333,7
"3090083",267,66,4
"3090084",905,331,9
"3090085",174,208,6
"3090086",329,576,10
"3090087",263,370,2
"3090088",100,90,0
"3090089",6,18,2
"3090090",131,98,1
"3090091",899,357,15
"3110001",76,9,0
"3110003",107,12,1
"311002A",49,6,1
"311002B",56,5,0
"311004A",42,2,0
"311004B",57,7,0
"3130101",678,190,4
"3130202",804,202,6
"3130303",530,276,0
"3130404",1021,112,8
"3150001",189,91,2
"3150002",480,104,5
"3150003",219,61,3
"3150004",178,78,1
"3150005",299,80,3
"3150006",267,147,4
"3150007",161,217,0
"3150008",377,123,6
"3150009",173,47,5
"3150010",105,70,2
"3170001",278,68,1
"3170002",210,73,3
"3170003",315,40,5
"3170004",261,49,4
"317003A",126,11,1
"317004A",107,2,0
"3190101",378,106,2
"3190210",284,87,1
"3190302",479,109,2
"3190405",419,100,0
"3210002",341,79,3
"3210004",608,113,5
"3210005",777,268,10
"3210006",631,169,5
"3210007",113,13,0
"3210008",348,85,0
"3210009",60,43,0
"3210010",176,30,3
"3210012",115,30,2
"3210013",149,96,0
"321001A",1101,306,8
"321001B",1118,426,18
"321001C",125,317,1
"321001D",257,237,2
"321001E",342,302,6
"321001F",207,123,3
"321003A",537,325,6
"321003B",321,80,6
"323001A",58,220,1
"323001B",332,710,11
"323001C",375,1193,14
"323002A",37,237,1
"323002BA",26,79,2
"323002BB",50,156,1
"323002BC",197,621,9
"323002C",132,481,7
"323002D",23,27,0
"323003A",414,906,14
"323003B",426,1035,15
"323003C",121,115,1
"323004A",96,288,7
"323004B",415,798,9
"323004C",118,312,0
"323004D",131,549,6
"325001A",744,148,5
"325001B",826,156,4
"325001C",1124,458,14
"325001D",1058,324,12
"325002A",728,407,9
"325002B",1425,395,13
"325002C",1516,550,17
"325003A",440,146,2
"325003B",251,56,2
"325003C",789,364,5
"325003D",302,593,6
"325004A",668,195,4
"325004B",1192,501,17
"325004C",381,328,4
"3270001",108,44,0
"3270002",147,32,1
"3270003",172,33,3
"3270004",109,27,1
"3270005",38,3,0
"3270006",58,6,1
"3290101A",320,42,2
"3290101B",10,1,0
"3290102",1128,431,15
"3290103",978,314,17
"3290104",184,122,2
"3290105",468,232,7
"3290106",1065,428,16
"3290107",1249,323,16
"3290108",145,42,1
"3290109",160,130,5
"3290110",1632,259,12
"3290201",1019,180,6
"3290202",2498,287,15
"3290203",311,68,2
"3290204",1438,272,20
"3290205",589,131,7
"3290206",964,197,6
"3290207",1291,355,19
"3290208",273,132,5
"3290210",639,201,10
"3290211",1077,309,8
"3290212",616,259,10
"3290302",930,286,7
"3290303",53,47,3
"3290304",159,233,3
"3290305",108,277,5
"3290306",202,460,5
"3290307",411,199,6
"3290308",547,990,9
"3290309",60,34,0
"3290310",116,65,3
"3290401",463,64,1
"3290402",164,31,4
"3290403",1660,332,26
"3290404",1274,301,13
"3290405",1184,283,16
"3290406",867,184,5
"3290407",1147,349,8
"3290408",1120,158,11
"3290409",837,189,8
"3290410",687,89,6
"3290411",2183,268,21
"329108A",162,36,1
"329109A",0,0,0
"329307A",74,48,1
"329309A",12,1,0
"329402A",393,84,2
"3310101",1016,284,16
"3310105",494,108,8
"3310203",196,39,2
"3310207",173,98,1
"3310210",265,68,4
"3310212",591,296,6
"3310316",317,78,1
"3310317",546,98,0
"3310318",862,375,10
"3310419",607,280,8
"3310420",855,273,12
"3330001",474,64,2
"3330002",249,27,0
"3330003",181,20,2
"3330006",139,19,1
"3330008",307,46,2
"3330009",312,48,3
"3330011",102,5,1
"3350001",433,79,2
"3350002",126,4,0
"3350003",387,93,2
"3350004",261,59,1
"3350025",179,56,0
"3350046",199,32,0
"3370002",1179,177,8
"3370003",661,76,7
"3370004",238,27,6
"3370005",440,55,2
"3370006",454,69,5
"3370007",560,79,5
"3370008",388,54,3
"3370009",571,94,3
"3370010",442,83,2
"3370011",433,84,4
"3370012",62,11,0
"3370013",519,67,8
"3370014",99,19,1
"3370015",241,27,1
"3370016",137,19,1
"3390001",1046,542,15
"3390002",826,302,6
"3390003",1848,1154,37
"3390004",636,508,10
"3390005",176,20,1
"3390006",1432,790,12
"3390007",804,191,5
"3390008",1408,208,17
"3390009",875,184,2
"3390010",243,696,6
"3390011",759,205,10
"3390012",635,223,3
"3390013",2554,499,21
"3390014",1418,631,6
"3390015",2198,587,23
"3390016",1400,255,12
"3390017",1468,310,17
"3390018A",2069,487,28
"3390018B",1,0,0
"3390019",1633,346,12
"3390020",627,383,6
"3390021",1283,560,12
"3390022",2152,492,28
"3390023",1201,481,5
"3390024",1188,457,15
"3390025",1235,237,7
"3390026",658,220,13
"3390027",1532,658,17
"3390028",1490,282,10
"3390029A",1807,355,22
"3390029B",110,23,2
"3390029C",196,39,2
"3390030A",1952,357,15
"3390030B",47,7,0
"3390030C",99,18,1
"3390030D",77,14,0
"3390031",1950,934,22
"3390032",886,714,17
"3390033",1269,649,18
"3390034",2079,846,30
"3390035",1939,816,26
"3390036",1095,305,9
"3390037",905,334,3
"3390038A",2581,491,18
"3390038B",6,1,0
"3390038C",45,9,0
"3390038D",22,4,0
"3390038E",1,0,0
"3390038F",21,4,0
"3390039",2333,393,11
"3390040",2427,758,27
"3390041",1477,235,10
"3390042",313,49,3
"3390043",2340,551,24
"3390044",791,410,14
"3390045",1221,521,19
"3390046",1998,1082,23
"3390047",1157,901,29
"3390048",1044,528,10
"3390049",913,561,17
"3390050",1998,368,14
"3390051",579,409,15
"3390052",1082,333,7
"3390053",1633,435,15
"3390054",497,160,7
"3390055",407,118,5
"3390056",1208,596,10
"3390057",1280,268,16
"3390058",1183,491,17
"3390059",784,337,9
"3390060",493,314,6
"3390061",1793,1255,18
"3390062",1129,693,19
"3390063",2782,596,21
"3390064",682,207,7
"3390065",2367,457,13
"3390066",1686,337,13
"3390067",991,647,14
"3390068",1846,762,28
"3390069",1672,1015,16
"3390070",1164,655,17
"3390071",1800,954,23
"3390072",2469,424,8
"3390073",631,301,6
"3390074",957,316,13
"3390075",2290,1275,19
"3390076",2245,493,17
"3390077",2316,462,20
"3390078",2094,1053,10
"3390079",777,463,13
"3390080",2073,886,31
"3390081",1665,850,13
"3390082",2219,859,21
"3390083",609,116,3
"3390084",1072,1023,14
"3390085",1437,328,18
"3390086",2729,545,22
"3390087",1147,644,20
"3390088A",2024,1280,31
"3390088B",61,38,0
"3390089A",2661,665,28
"3390089B",32,8,0
"3390089C",6,0,0
"3390090",2362,501,13
"3390090B",8,0,0
"3390090C",13,2,0
"3390091A",741,119,5
"3390092",1433,993,25
"3390093",1259,469,12
"3390094",463,258,8
"3390095",1136,793,12
"3390096A",1439,836,13
"3390096B",0,0,0
"3390096C",75,44,0
"3410101",787,221,2
"3410201",750,140,8
"3410202",805,102,7
"3410203",33,8,0
"3410301",400,163,5
"3410401",444,60,1
"3410402",29,93,2
"3430101",71,212,0
"3430102",79,130,1
"3430103",251,127,1
"3430202",487,118,5
"3430203",360,133,1
"3430302",369,155,0
"3430303",531,99,4
"3430401",803,283,9
"3450001",143,2,1
"3450002",60,7,0
"3450003",14,1,0
"3450004",116,12,2
"3450005",76,7,0
"3450006",74,11,1
"3470012",942,195,6
"3470013",696,122,3
"3470014",1318,333,8
"3470015",751,136,5
"3470016",1337,351,6
"3470017",113,105,3
"3470021",834,231,5
"3470022",23,35,1
"3470023",89,104,3
"3470024",166,509,4
"3470025",28,31,0
"3470026",767,861,10
"3470027",39,558,5
"3470030",56,144,2
"3470031",178,270,1
"3470032",795,1420,13
"3470033",1892,1105,24
"3470034",40,39,0
"3470041",287,262,3
"3470042",552,319,3
"3470043",622,206,7
"3470044",867,154,8
"3470045",426,70,0
"3470046",448,112,1
"3470047",509,60,5
"3490101",523,341,7
"3490103",788,242,13
"3490104",281,79,1
"3490105",141,18,2
"3490106",193,67,3
"3490107",355,185,7
"3490108",209,48,1
"3490109",178,49,2
"3490200",92,233,2
"3490201",19,269,2
"3490202",73,230,2
"3490203",788,308,7
"3490204",118,45,2
"3490205",681,137,10
